,Unnamed: 0,Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Conversion_Rate,Customer_Response,Revenue_per_Click,ROI_Score
5647,5647,49704.57,1564,407,89903.03,3.4,Standard,15,38,124,72.96,3,Stylish,0.2600638977635783,1,57.44602555910543,0.8842172523961662
5648,5648,13116.4,3829,81,23432.57,4.54,Standard,23,16,47,403.25,4,Durable,0.02114882506527415,0,6.118164490861619,0.09601566579634464
5649,5649,49268.27,1251,409,56530.57,4.42,Premium,32,40,10,142.21,3,Durable,0.3266773162939297,1,45.1522124600639,1.4439137380191693
5650,5650,16434.69,1347,555,39687.99,1.4,Standard,14,41,64,101.95,2,Stylish,0.41172106824925814,1,29.442129080118693,0.5764094955489614
5651,5651,6060.61,2497,429,7659.55,4.89,Standard,10,63,97,293.81,4,Durable,0.17173738991192955,1,3.0662730184147318,0.8397958366693354
5652,5652,23613.49,4163,422,60566.67,4.23,Standard,22,33,40,186.24,3,Affordable,0.10134486071085495,1,14.545309798270893,0.4286887608069165
5653,5653,43261.3,559,842,16467.03,1.15,Premium,23,16,19,279.99,3,Affordable,1.5035714285714286,1,29.40541071428571,1.7291071428571427
5654,5654,39416.5,3948,897,90094.22,4.78,Basic,17,48,70,444.35,2,Innovative,0.2271461129399848,1,22.81443909850595,1.0857584198531274
5655,5655,6020.15,2640,880,50220.76,2.17,Basic,28,13,76,121.46,4,Innovative,0.3332071185157137,1,19.015812192351383,0.7230594471790988
5656,5656,10185.92,4212,875,69954.36,0.96,Premium,2,65,175,403.67,4,Affordable,0.20769048184191788,0,16.604405411820554,0.19938286256824114
5657,5657,8346.78,11,112,34675.17,2.37,Premium,26,40,194,318.69,2,Stylish,9.333333333333334,1,2889.5975,22.12
5658,5658,25127.95,791,111,98083.61,0.68,Premium,10,11,26,457.45,3,Durable,0.14015151515151514,0,123.84294191919192,0.0953030303030303
5659,5659,11425.26,1167,384,55858.09,1.23,Premium,20,30,21,52.91,1,Innovative,0.3287671232876712,1,47.82370719178082,0.4043835616438356
5660,5660,19161.91,2719,662,89317.82,4.27,Basic,1,41,25,327.86,2,Stylish,0.24338235294117647,1,32.837433823529416,1.0392426470588234
5661,5661,17351.18,4701,285,9373.0,2.04,Premium,35,57,163,198.9,2,Affordable,0.06061250531688643,1,1.9934070608251808,0.12364951084644832
5662,5662,28016.16,3745,266,20336.78,2.41,Standard,35,36,123,65.93,4,Innovative,0.07100907634810465,1,5.4289321943406295,0.1711318739989322
5663,5663,25006.13,928,996,57763.73,1.87,Basic,24,44,71,68.53,4,Affordable,1.0721205597416577,1,62.17839612486545,2.0048654467169
5664,5664,47508.36,3468,355,13907.28,2.29,Standard,11,45,46,177.37,2,Affordable,0.1023349668492361,1,4.009017007783223,0.23434707408475067
5665,5665,35976.05,4404,753,43539.57,1.69,Premium,31,52,170,139.07,1,Affordable,0.1709421112372304,1,9.884124858115777,0.2888921679909194
5666,5666,22438.59,3749,267,32018.53,4.59,Basic,18,62,183,441.89,1,Durable,0.0712,1,8.538274666666666,0.326808
5667,5667,19508.4,4620,993,57151.2,2.98,Premium,7,47,17,462.43,1,Stylish,0.2148885522614153,1,12.367712616316814,0.6403678857390176
5668,5668,27595.17,2663,278,54106.83,1.17,Premium,18,51,79,234.15,1,Affordable,0.10435435435435435,1,20.310371621621623,0.12209459459459458
5669,5669,45379.65,3419,657,59224.9,3.59,Standard,21,26,50,81.99,2,Affordable,0.19210526315789472,1,17.317222222222224,0.689657894736842
5670,5670,19990.95,3845,412,56706.31,1.31,Basic,14,26,149,392.07,3,Innovative,0.10712428497139885,1,14.744230369214767,0.1403328133125325
5671,5671,26214.92,2984,166,15674.45,4.76,Standard,7,13,115,246.34,4,Durable,0.05561139028475712,1,5.25107202680067,0.26471021775544384
5672,5672,25279.39,2304,431,16549.08,1.32,Premium,17,27,40,441.98,4,Stylish,0.18698481561822125,1,7.179644251626899,0.24681995661605205
5673,5673,36922.91,1972,969,72627.11,2.51,Basic,30,43,51,207.49,4,Durable,0.49113025848960973,1,36.810496705524585,1.2327369488089204
5674,5674,23662.64,4375,514,4081.2,4.93,Standard,28,50,170,380.98,1,Innovative,0.11745886654478976,1,0.9326325411334552,0.5790722120658135
5675,5675,35249.12,2823,917,62469.88,4.49,Basic,15,61,93,348.22,2,Innovative,0.3247167138810198,1,22.121062322946173,1.457978045325779
5676,5676,20392.51,3497,770,76350.58,2.79,Standard,10,53,64,59.95,4,Affordable,0.22012578616352202,1,21.826923956546597,0.6141509433962264
5677,5677,21676.1,2377,350,56927.34,4.28,Premium,20,25,34,480.11,2,Affordable,0.1471825063078217,1,23.93916736753574,0.629941126997477
5678,5678,5689.13,3126,476,17037.25,1.0,Basic,16,14,139,365.74,4,Stylish,0.15222257755036778,0,5.448433002878158,0.15222257755036778
5679,5679,7609.4,2952,812,4955.69,3.37,Standard,32,49,132,162.28,4,Innovative,0.27497460209955976,1,1.6781882831019301,0.9266644090755164
5680,5680,8503.9,1825,565,85972.74,1.04,Premium,14,38,7,135.86,3,Durable,0.3094194961664841,1,47.08255202628697,0.3217962760131435
5681,5681,22013.16,235,434,11625.58,0.52,Premium,14,43,88,296.51,2,Durable,1.8389830508474576,0,49.26093220338983,0.956271186440678
5682,5682,47952.65,4227,717,72923.94,1.67,Basic,26,32,20,75.27,3,Durable,0.1695837275307474,1,17.247857142857143,0.28320482497634814
5683,5683,2637.28,1165,173,56587.67,1.02,Standard,35,55,16,452.42,1,Innovative,0.1483704974271012,1,48.53144939965694,0.15133790737564323
5684,5684,5799.11,590,934,16123.69,0.88,Standard,25,69,99,233.15,1,Stylish,1.5803722504230118,0,27.282047377326567,1.3907275803722503
5685,5685,1500.23,4413,41,61696.25,3.26,Basic,8,44,31,332.78,4,Durable,0.009288627095604893,0,13.977401449932035,0.030280924331671948
5686,5686,3303.47,2133,603,34076.21,4.53,Standard,21,23,116,254.12,3,Innovative,0.28256794751640113,1,15.968233364573571,1.2800328022492973
5687,5687,44311.52,2308,960,94429.71,2.65,Premium,4,51,74,445.43,2,Affordable,0.4157644001732352,1,40.89636639237766,1.1017756604590732
5688,5688,36544.32,2117,907,53826.31,3.69,Premium,15,67,102,349.6,3,Innovative,0.42823418319169027,1,25.413744098205854,1.580184135977337
5689,5689,41513.37,4225,434,8811.55,4.28,Premium,21,67,147,114.49,3,Durable,0.10269758637008992,1,2.085080454330336,0.4395456696639849
5690,5690,3866.48,2195,642,86962.19,3.84,Basic,9,69,133,125.01,3,Stylish,0.2923497267759563,1,39.60026867030965,1.1226229508196721
5691,5691,14995.14,3229,854,96545.73,4.41,Standard,34,25,71,242.49,3,Innovative,0.2643962848297214,1,29.890318885448917,1.1659876160990714
5692,5692,39153.81,67,707,39550.11,2.18,Standard,18,11,93,330.86,4,Stylish,10.397058823529411,1,581.6192647058824,22.66558823529412
5693,5693,43467.02,4236,469,2426.09,3.97,Basic,4,62,57,196.6,2,Stylish,0.11069152702383762,1,0.5725961765400047,0.4394453622846354
5694,5694,12166.54,4955,995,95587.88,3.45,Basic,9,22,125,463.4,4,Durable,0.20076674737691688,1,19.287304277643262,0.6926452784503633
5695,5695,36283.5,2077,531,20309.98,3.12,Basic,9,64,3,175.06,2,Affordable,0.25553416746871993,1,9.77381135707411,0.7972666025024062
5696,5696,9036.87,4761,418,84768.35,3.03,Premium,26,56,98,230.59,3,Stylish,0.0877782444351113,1,17.800997480050402,0.2659680806383872
5697,5697,18859.02,3534,319,28147.16,1.98,Basic,33,42,7,115.72,2,Durable,0.09024045261669024,1,7.962421499292787,0.17867609618104668
5698,5698,34899.43,162,343,24631.94,1.28,Premium,19,35,87,348.04,2,Durable,2.104294478527607,1,151.1161963190184,2.693496932515337
5699,5699,46215.94,3544,903,71008.35,4.72,Basic,16,69,33,142.2,1,Durable,0.25472496473906914,1,20.03056417489422,1.2023018335684064
5700,5700,45667.35,1099,958,94139.19,2.74,Basic,18,67,125,77.08,1,Durable,0.8709090909090909,1,85.58108181818181,2.386290909090909
5701,5701,44999.86,1176,106,43550.06,0.82,Basic,34,56,155,128.73,1,Durable,0.09005947323704333,0,37.00090059473237,0.07384876805437553
5702,5702,32118.46,3129,970,32281.37,4.33,Standard,8,68,194,391.65,1,Durable,0.30990415335463256,1,10.313536741214056,1.3418849840255591
5703,5703,16463.31,1858,398,7321.96,2.46,Premium,27,33,127,467.05,2,Durable,0.2140935987089833,1,3.938655190962883,0.526670252824099
5704,5704,1609.39,2976,345,33502.8,0.85,Premium,12,36,136,369.46,4,Durable,0.11588847833389318,0,11.25387974470944,0.09850520658380921
5705,5705,20170.84,3776,486,91822.98,1.27,Premium,18,44,57,53.4,2,Affordable,0.12867355043685463,1,24.311088165210485,0.1634154090548054
5706,5706,3692.96,1414,513,70121.7,1.32,Premium,21,68,110,246.72,1,Innovative,0.3625441696113074,1,49.555971731448764,0.47855830388692583
5707,5707,17900.08,2688,873,67944.67,3.1,Premium,7,23,166,220.06,3,Durable,0.32465600595016736,1,25.267634808478988,1.006433618445519
5708,5708,27846.79,4699,68,73043.52,3.09,Premium,13,47,31,442.73,4,Affordable,0.01446808510638298,0,15.541174468085106,0.044706382978723404
5709,5709,1922.86,2556,614,53768.52,4.49,Standard,24,62,137,440.47,2,Innovative,0.24012514665623777,1,21.02797027766914,1.0781619084865077
5710,5710,23818.19,581,560,28717.34,1.29,Basic,18,59,155,151.19,4,Stylish,0.9621993127147767,1,49.34250859106529,1.2412371134020619
5711,5711,4920.79,3220,26,5225.41,3.12,Standard,7,65,196,86.57,1,Innovative,0.008072027320707855,0,1.6222943185346166,0.02518472524060851
5712,5712,4960.46,1717,95,99732.81,4.45,Premium,26,37,15,50.4,1,Affordable,0.05529685681024447,1,58.05169383003492,0.24607101280558788
5713,5713,22140.94,3225,14,65719.2,4.62,Premium,20,12,19,241.56,1,Innovative,0.0043397396156230625,0,20.371729696218225,0.02004959702417855
5714,5714,32708.05,1100,939,52241.09,4.93,Standard,16,31,46,179.52,2,Stylish,0.8528610354223434,1,47.44876475930972,4.204604904632153
5715,5715,23736.25,3071,340,99111.45,0.93,Standard,13,23,38,159.87,4,Durable,0.11067708333333333,0,32.262841796875,0.1029296875
5716,5716,44149.1,1669,23,32032.66,3.21,Standard,26,36,60,421.62,3,Stylish,0.013772455089820359,0,19.181233532934133,0.044209580838323354
5717,5717,15520.37,1217,833,85734.72,3.67,Basic,19,37,99,125.55,3,Stylish,0.6839080459770115,1,70.38975369458129,2.5099425287356323
5718,5718,31746.1,434,927,15688.41,1.15,Basic,25,15,197,91.3,3,Innovative,2.1310344827586207,1,36.06531034482759,2.4506896551724138
5719,5719,32894.48,1328,48,28977.5,4.14,Standard,11,12,28,161.46,2,Stylish,0.03611738148984198,0,21.80398796087284,0.1495259593679458
5720,5720,45233.54,874,944,83332.53,4.88,Basic,16,61,184,301.7,3,Affordable,1.078857142857143,1,95.23717714285713,5.264822857142858
5721,5721,15257.48,239,7,10294.76,1.6,Premium,7,17,58,295.62,2,Stylish,0.029166666666666667,0,42.89483333333333,0.04666666666666667
5722,5722,8873.45,1046,416,12970.82,4.26,Standard,28,38,47,491.55,4,Stylish,0.3973256924546323,1,12.388557784145176,1.6926074498567334
5723,5723,34821.51,744,435,51536.22,3.61,Basic,35,54,83,156.38,2,Affordable,0.5838926174496645,1,69.17613422818792,2.1078523489932888
5724,5724,29814.42,4325,739,88851.65,2.47,Basic,14,42,115,54.78,2,Durable,0.17082755432269994,1,20.53898520573278,0.4219440591770689
5725,5725,20402.92,1286,351,99703.25,3.65,Standard,13,22,163,385.77,2,Durable,0.2727272727272727,1,77.46950271950271,0.9954545454545454
5726,5726,40907.74,378,68,87088.35,3.12,Basic,26,61,161,376.12,3,Stylish,0.17941952506596306,1,229.78456464379948,0.5597889182058048
5727,5727,14039.29,4488,878,71456.13,2.76,Premium,23,58,48,461.96,2,Durable,0.19558921808866117,1,15.91805079082201,0.5398262419247047
5728,5728,6256.97,3504,440,55141.56,2.48,Basic,6,62,131,471.17,2,Durable,0.12553495007132667,1,15.732256776034236,0.31132667617689014
5729,5729,33333.23,802,155,5092.06,0.76,Premium,13,29,142,392.94,2,Durable,0.1930261519302615,0,6.341295143212952,0.14669987546699875
5730,5730,2172.5,36,361,86198.11,4.45,Standard,5,47,196,73.22,2,Affordable,9.756756756756756,1,2329.6786486486485,43.417567567567566
5731,5731,48104.95,2155,984,40746.06,1.11,Standard,1,49,39,471.45,4,Affordable,0.45640074211502785,1,18.898914656771797,0.5066048237476809
5732,5732,18732.44,2433,844,80482.79,2.62,Standard,20,66,95,66.81,1,Stylish,0.34675431388660644,1,33.06605998356614,0.9084963023829089
5733,5733,38251.45,1866,147,60676.25,2.37,Basic,21,14,175,495.69,3,Durable,0.07873594001071238,1,32.49933047670059,0.18660417782538835
5734,5734,26262.81,2427,874,24176.69,3.12,Premium,14,55,153,462.34,2,Innovative,0.3599670510708402,1,9.95745057660626,1.1230971993410215
5735,5735,6604.72,1595,387,57336.26,4.31,Premium,21,46,21,247.36,1,Durable,0.2424812030075188,1,35.92497493734336,1.045093984962406
5736,5736,7519.9,1486,220,44975.61,1.34,Standard,15,25,176,178.64,4,Durable,0.14794889038332212,1,30.245870880968393,0.19825151311365166
5737,5737,5452.38,2874,430,11373.62,1.14,Basic,5,14,7,66.73,1,Stylish,0.14956521739130435,1,3.956041739130435,0.17050434782608695
5738,5738,28699.86,3383,958,73851.69,1.78,Premium,2,16,60,245.7,3,Affordable,0.283096926713948,1,21.82378546099291,0.5039125295508274
5739,5739,13099.13,3950,567,63638.6,3.07,Standard,31,68,98,122.77,4,Durable,0.14350797266514806,1,16.1069602632245,0.44056947608200453
5740,5740,5225.18,1565,43,13598.09,1.69,Premium,1,41,197,431.63,4,Innovative,0.027458492975734355,0,8.683326947637292,0.04640485312899106
5741,5741,1681.03,2668,143,87759.05,2.96,Premium,5,42,59,477.04,2,Affordable,0.05357811914574747,1,32.88087298613713,0.1585912326714125
5742,5742,11238.9,4591,208,87992.37,4.63,Basic,22,69,2,267.98,1,Durable,0.04529616724738676,0,19.162101480836235,0.2097212543554007
5743,5743,40502.72,4092,353,22669.44,1.18,Premium,31,65,189,107.75,1,Innovative,0.08624480820913755,1,5.538587832885414,0.1017688736867823
5744,5744,31637.27,4450,618,46185.24,4.85,Basic,4,34,106,306.62,4,Affordable,0.13884520332509548,1,10.376373848573353,0.673399236126713
5745,5745,29367.12,3396,99,43516.03,3.69,Premium,17,15,108,327.0,4,Affordable,0.029143361789814543,0,12.810135413600236,0.10753900500441567
5746,5746,18800.53,2809,482,86108.74,0.84,Standard,8,10,76,352.95,2,Stylish,0.17153024911032028,0,30.643679715302493,0.14408540925266902
5747,5747,25536.12,4589,678,35841.52,2.99,Standard,26,51,80,203.0,1,Durable,0.1477124183006536,1,7.8086100217864916,0.44166013071895427
5748,5748,14687.74,3381,161,30563.42,4.69,Standard,19,37,151,279.11,3,Durable,0.04760496747486694,0,9.037084565345948,0.22326729745712598
5749,5749,29072.55,1801,296,87030.1,0.52,Basic,22,34,149,312.3,1,Durable,0.16426193118756938,0,48.296392896781356,0.08541620421753608
5750,5750,20388.14,4761,735,89634.35,1.52,Basic,28,63,79,404.22,2,Stylish,0.15434691306173876,1,18.822837043259135,0.2346073078538429
5751,5751,43516.9,284,606,70977.35,1.45,Basic,30,57,71,225.41,1,Innovative,2.126315789473684,1,249.04333333333335,3.083157894736842
5752,5752,4404.66,4638,606,48900.74,2.23,Basic,16,56,127,66.37,1,Innovative,0.1306316016382841,1,10.541224401810736,0.29130847165337354
5753,5753,28297.1,1505,968,32900.92,0.87,Standard,30,60,28,77.97,4,Affordable,0.6427622841965471,0,21.8465604249668,0.559203187250996
5754,5754,40492.54,2439,49,22448.61,1.83,Standard,24,59,190,129.75,3,Durable,0.020081967213114754,0,9.20025,0.036750000000000005
5755,5755,23151.58,776,595,66228.37,3.52,Basic,19,55,75,176.68,2,Durable,0.7657657657657657,1,85.23599742599743,2.6954954954954955
5756,5756,19924.51,858,932,55393.29,1.93,Basic,4,59,113,317.92,2,Innovative,1.0849825378346916,1,64.48578579743888,2.0940162980209545
5757,5757,36745.19,3909,291,93522.98,3.26,Premium,26,55,149,292.27,1,Stylish,0.07442455242966751,1,23.91892071611253,0.24262404092071607
5758,5758,37023.23,2532,365,45818.68,0.61,Standard,19,39,148,279.08,4,Innovative,0.14409790761942362,0,18.088701144887484,0.08789972364784841
5759,5759,44036.72,602,733,85937.46,1.25,Premium,12,42,56,445.75,2,Affordable,1.2155887230514095,1,142.51651741293534,1.5194859038142619
5760,5760,31696.48,1263,28,27974.24,4.11,Standard,22,58,39,317.7,3,Innovative,0.022151898734177215,0,22.131518987341774,0.09104430379746836
5761,5761,7097.87,4416,705,13300.29,3.38,Standard,17,11,140,224.78,2,Innovative,0.15961059542676023,1,3.0111591577994115,0.5394838125424496
5762,5762,3267.89,4948,145,51877.74,4.86,Premium,32,18,87,111.06,1,Stylish,0.029298848252172157,0,10.482469185694079,0.14239240250555668
5763,5763,25543.54,1761,164,15844.87,2.29,Premium,10,16,134,69.01,4,Stylish,0.09307604994324631,1,8.992548240635642,0.21314415437003406
5764,5764,17275.44,4308,391,4093.32,3.37,Standard,12,24,109,120.95,3,Innovative,0.09074031097702483,1,0.9499466233464842,0.30579484799257367
5765,5765,42718.75,2981,761,92316.44,1.85,Premium,10,11,82,134.56,2,Durable,0.2551978537894031,1,30.95789403085178,0.4721160295103957
5766,5766,2284.45,2340,951,35087.38,1.21,Standard,26,63,196,481.33,2,Innovative,0.4062366510038445,1,14.98820162323793,0.49154634771465183
5767,5767,39935.81,3682,604,40982.46,3.27,Premium,9,58,102,145.55,2,Innovative,0.16399674178658702,1,11.127466739071409,0.5362693456421396
5768,5768,31954.06,34,768,13545.35,1.35,Basic,11,20,95,242.22,1,Durable,21.942857142857143,1,387.01,29.622857142857146
5769,5769,27869.08,1026,499,86857.94,3.2,Basic,35,23,178,485.99,3,Durable,0.48588120740019475,1,84.57443037974684,1.5548198636806232
5770,5770,28251.15,4258,272,17911.59,0.97,Basic,9,18,70,350.22,3,Affordable,0.0638647569852078,0,4.205585818267199,0.06194881427565156
5771,5771,9102.17,1252,350,90928.16,3.48,Basic,16,43,68,473.01,3,Stylish,0.27932960893854747,1,72.56836392657623,0.9720670391061452
5772,5772,1507.75,309,567,98026.03,0.6,Standard,10,15,33,305.53,2,Affordable,1.8290322580645162,0,316.213,1.0974193548387097
5773,5773,4857.12,4872,328,41952.45,4.2,Basic,22,50,37,263.77,1,Innovative,0.06730966550379643,1,8.609162733429098,0.282700595115945
5774,5774,45622.94,2157,637,13973.24,0.81,Standard,11,68,123,193.87,4,Stylish,0.29518072289156627,0,6.475088044485635,0.2390963855421687
5775,5775,29091.94,3564,949,95028.92,4.33,Premium,4,66,160,154.23,4,Stylish,0.2661991584852735,1,26.656078541374473,1.1526423562412342
5776,5776,2096.4,3959,556,30587.48,3.12,Basic,6,42,161,279.25,2,Innovative,0.1404040404040404,1,7.724111111111111,0.43806060606060604
5777,5777,47546.82,4172,567,90869.38,1.43,Standard,28,59,44,141.95,4,Affordable,0.13587347232207045,1,21.775552360412174,0.19429906542056075
5778,5778,11480.68,584,48,88293.01,4.97,Standard,35,44,81,146.94,4,Affordable,0.08205128205128205,1,150.92822222222222,0.4077948717948718
5779,5779,45481.47,3871,865,61412.23,3.88,Standard,15,39,50,331.11,4,Stylish,0.2233987603305785,1,15.860596590909092,0.8667871900826446
5780,5780,29785.76,776,300,48090.07,3.96,Standard,19,37,31,325.96,3,Durable,0.3861003861003861,1,61.891981981981985,1.528957528957529
5781,5781,47987.02,1998,673,2932.88,4.92,Standard,29,51,87,483.97,4,Durable,0.3366683341670835,1,1.4671735867933968,1.656408204102051
5782,5782,44817.59,3997,332,75251.52,1.65,Premium,8,59,136,434.88,4,Stylish,0.0830415207603802,1,18.822291145572787,0.13701850925462733
5783,5783,2569.16,3133,810,84020.47,4.48,Premium,1,69,137,216.34,3,Durable,0.25845564773452456,1,26.809339502233566,1.1578813018506702
5784,5784,26274.24,2722,637,50366.16,4.31,Basic,28,36,67,461.02,1,Innovative,0.23393316195372751,1,18.49656995960338,1.0082519280205655
5785,5785,21487.31,1088,397,96212.65,1.38,Basic,26,41,192,389.09,4,Affordable,0.36455463728191,1,88.34954086317722,0.5030853994490357
5786,5786,36060.05,3696,400,77175.68,2.29,Standard,31,47,77,272.21,1,Affordable,0.10819583446037327,1,20.87521774411685,0.2477684609142548
5787,5787,43717.49,616,692,22118.23,3.01,Standard,16,27,128,269.2,4,Durable,1.1215559157212318,1,35.8480226904376,3.3758833063209077
5788,5788,10358.12,4654,452,3732.55,3.7,Premium,34,43,103,359.14,3,Affordable,0.09709989258861439,1,0.8018367346938776,0.35926960257787327
5789,5789,48332.65,3752,64,77834.76,3.43,Standard,34,64,4,358.05,1,Stylish,0.01705302424726885,0,20.739344524380495,0.05849187316813216
5790,5790,13017.42,2775,78,10360.15,0.55,Basic,24,20,83,322.54,4,Innovative,0.028097982708933718,0,3.7320425072046106,0.015453890489913547
5791,5791,30691.39,2141,221,42726.51,1.3,Standard,1,66,117,359.26,3,Affordable,0.10317460317460317,1,19.94701680672269,0.13412698412698412
5792,5792,27859.15,3183,891,20466.4,1.9,Premium,15,46,80,440.18,3,Durable,0.27983668341708545,1,6.427889447236181,0.5316896984924623
5793,5793,44206.99,3675,880,35626.89,1.61,Basic,4,66,6,118.67,4,Innovative,0.23939064200217627,1,9.691754624591947,0.3854189336235038
5794,5794,25314.99,1277,321,93430.28,2.03,Premium,9,42,128,417.9,4,Stylish,0.2511737089201878,1,73.10663536776212,0.5098826291079812
5795,5795,30445.04,750,439,5462.64,0.62,Basic,31,11,178,120.49,3,Affordable,0.5845539280958721,0,7.273821571238349,0.3624234354194407
5796,5796,9497.15,1009,217,11182.75,3.61,Premium,19,46,121,324.33,3,Affordable,0.21485148514851485,1,11.072029702970298,0.7756138613861385
5797,5797,45693.6,2419,823,84128.13,1.85,Basic,6,67,52,308.26,4,Innovative,0.3400826446280992,1,34.76369008264463,0.6291528925619835
5798,5798,43284.18,2650,326,98954.65,4.1,Standard,24,68,159,434.8,4,Durable,0.12297246322142588,1,37.327291588079966,0.5041870992078461
5799,5799,41082.82,3309,758,21893.25,4.31,Basic,15,23,52,159.48,3,Durable,0.22900302114803625,1,6.6142749244712995,0.9870030211480362
5800,5800,38892.03,2935,200,33123.63,3.93,Basic,9,64,141,237.0,4,Stylish,0.0681198910081744,1,11.281890326975477,0.2677111716621254
5801,5801,17779.9,2113,693,33612.61,2.52,Standard,35,60,131,392.37,3,Affordable,0.32781456953642385,1,15.90000473036897,0.8260927152317881
5802,5802,26095.51,1739,530,1383.8,4.09,Standard,4,22,53,315.08,3,Innovative,0.3045977011494253,1,0.795287356321839,1.2458045977011494
5803,5803,44419.85,3876,159,7808.53,3.07,Standard,18,47,133,73.23,3,Durable,0.041011091049780755,0,2.014064998710343,0.1259040495228269
5804,5804,31356.99,1582,734,61427.51,1.59,Basic,23,23,27,295.1,3,Stylish,0.4636765634870499,1,38.80449147188882,0.7372457359444093
5805,5805,29292.13,3785,995,25550.07,2.96,Basic,22,15,182,275.21,3,Stylish,0.262810353935552,1,6.748565768621236,0.777918647649234
5806,5806,14319.51,2245,825,47770.61,4.14,Standard,21,35,176,166.56,1,Stylish,0.36731967943009797,1,21.26919412288513,1.5207034728406055
5807,5807,3784.58,1266,610,30811.32,1.79,Premium,18,16,15,280.85,3,Durable,0.48145224940805054,1,24.31832675611681,0.8617995264404105
5808,5808,36800.87,443,490,52238.58,3.08,Standard,9,36,50,139.3,4,Innovative,1.1036036036036037,1,117.65445945945946,3.3990990990990992
5809,5809,30533.41,4103,683,2348.11,2.03,Basic,33,22,141,100.38,4,Innovative,0.16642300194931775,1,0.572151559454191,0.337838693957115
5810,5810,47844.07,4144,496,53934.6,1.24,Standard,16,46,192,497.61,4,Durable,0.11966224366706876,1,13.011966224366706,0.14838118214716525
5811,5811,24878.68,2035,404,60981.4,2.75,Premium,27,49,122,123.63,1,Innovative,0.19842829076620824,1,29.951571709233793,0.5456777996070726
5812,5812,26390.85,1695,848,32382.94,0.79,Premium,7,42,162,284.52,3,Durable,0.5,0,19.09371462264151,0.395
5813,5813,41217.05,1853,338,71923.71,3.13,Basic,6,29,127,145.76,4,Innovative,0.18230852211434737,1,38.79380258899677,0.5706256742179072
5814,5814,23690.34,2363,120,9437.52,1.73,Standard,1,38,88,171.74,3,Affordable,0.050761421319796954,1,3.9921827411167516,0.08781725888324873
5815,5815,21382.58,2770,942,18208.7,4.45,Standard,22,47,96,61.12,4,Innovative,0.33994947672320464,1,6.57116564417178,1.5127751714182607
5816,5816,43830.79,1572,839,57145.84,4.98,Standard,3,59,14,393.45,1,Innovative,0.533375715193897,1,36.32920534011443,2.6562110616656076
5817,5817,22775.72,3275,287,89656.09,3.1,Premium,24,24,160,332.02,3,Durable,0.0876068376068376,1,27.36754884004884,0.27158119658119656
5818,5818,19824.39,3485,920,55425.86,3.26,Basic,32,42,37,243.47,1,Durable,0.26391279403327594,1,15.899558232931726,0.8603557085484795
5819,5819,47529.13,4829,53,87413.02,3.39,Premium,16,24,196,71.67,2,Innovative,0.010973084886128364,0,18.09793374741201,0.03719875776397516
5820,5820,37399.74,3317,35,41286.17,4.32,Basic,4,62,9,425.92,4,Innovative,0.010548523206751054,0,12.44308921036769,0.04556962025316456
5821,5821,730.52,4032,500,31011.49,0.73,Standard,34,14,146,67.27,4,Durable,0.12397718819737169,0,7.68943466402182,0.09050334738408133
5822,5822,3267.15,1924,848,98451.27,4.44,Standard,27,68,126,308.26,3,Innovative,0.44051948051948053,1,51.14351688311689,1.9559064935064938
5823,5823,22579.12,1538,709,66953.99,3.26,Basic,3,52,106,121.65,3,Affordable,0.46068875893437294,1,43.50486679662119,1.5018453541260557
5824,5824,30907.15,2881,967,71619.59,3.35,Standard,12,30,113,198.9,1,Stylish,0.33553088133240805,1,24.85065579458709,1.124028452463567
5825,5825,40478.37,2724,659,67325.28,4.17,Premium,35,40,63,296.42,2,Stylish,0.2418348623853211,1,24.7065247706422,1.008451376146789
5826,5826,14312.15,3832,132,38384.59,2.44,Premium,7,58,122,391.12,3,Innovative,0.034437777198017216,0,10.014242108009391,0.08402817636316201
5827,5827,34074.88,619,27,80644.52,1.49,Basic,5,69,26,67.36,3,Innovative,0.043548387096774194,0,130.0718064516129,0.06488709677419355
5828,5828,46758.22,3561,843,58526.85,3.49,Basic,21,24,70,342.45,4,Stylish,0.23666479505895563,1,16.430895564289724,0.8259601347557552
5829,5829,24401.67,4509,258,38651.96,4.84,Premium,8,47,17,258.76,2,Stylish,0.05720620842572062,1,8.570279379157428,0.2768780487804878
5830,5830,3871.29,4419,618,22399.16,1.31,Premium,25,34,18,195.45,3,Stylish,0.13981900452488688,1,5.067683257918552,0.18316289592760182
5831,5831,10308.55,4546,643,69630.88,3.41,Premium,5,44,28,230.84,1,Innovative,0.14141191994721794,1,15.313586980426656,0.4822146470200132
5832,5832,48066.9,1320,668,39120.66,4.38,Premium,27,37,142,252.55,1,Innovative,0.5056775170325511,1,29.614428463285392,2.214867524602574
5833,5833,9747.32,3277,46,78734.88,3.94,Premium,16,43,6,58.45,1,Stylish,0.014032946918852958,0,24.019182428309946,0.055289810860280654
5834,5834,19397.92,3903,502,34016.6,4.41,Standard,7,13,159,470.78,1,Innovative,0.1285860655737705,1,8.713268442622951,0.5670645491803279
5835,5835,28508.79,3255,869,26996.31,1.83,Premium,17,16,82,210.14,3,Stylish,0.2668918918918919,1,8.29125,0.48841216216216216
